"Var1" "Var2" "value"
"47" 47 "sqlossfull_a_i" 0.835601227292549
"48" 48 "sqlossfull_a_i" 0.946661558909383
"49" 49 "sqlossfull_a_i" 0.887726292558808
"50" 50 "sqlossfull_a_i" 1.12543135023923
"51" 51 "sqlossfull_a_i" 0.985230076531873
"52" 52 "sqlossfull_a_i" 1.09149469624284
"53" 53 "sqlossfull_a_i" 1.13365708693581
"54" 54 "sqlossfull_a_i" 0.875939376226207
"55" 55 "sqlossfull_a_i" 0.850406986390115
"56" 56 "sqlossfull_a_i" 1.02361490004932
"57" 57 "sqlossfull_a_i" 1.13262672954687
"58" 58 "sqlossfull_a_i" 1.01862274598225
"59" 59 "sqlossfull_a_i" 1.00181094405306
"60" 60 "sqlossfull_a_i" 0.867732117084306
"61" 61 "sqlossfull_a_i" 1.00416383742776
"62" 62 "sqlossfull_a_i" 1.05322577454089
"63" 63 "sqlossfull_a_i" 1.06465385751728
"64" 64 "sqlossfull_a_i" 1.09494298952244
"65" 65 "sqlossfull_a_i" 0.993061745848471
"66" 66 "sqlossfull_a_i" 1.12200150330007
"67" 67 "sqlossfull_a_i" 1.10299018061658
"68" 68 "sqlossfull_a_i" 1.06668999734377
"69" 69 "sqlossfull_a_i" 0.834388106624514
"70" 70 "sqlossfull_a_i" 0.968088796639786
"71" 71 "sqlossfull_a_i" 0.9803671845622
"72" 72 "sqlossfull_a_i" 1.02034967335707
"73" 73 "sqlossfull_a_i" 1.05857800514673
"74" 74 "sqlossfull_a_i" 0.98513422482281
"75" 75 "sqlossfull_a_i" 0.987161024748611
"76" 76 "sqlossfull_a_i" 0.975863632223604
"77" 77 "sqlossfull_a_i" 1.1431326053321
"78" 78 "sqlossfull_a_i" 1.04656287341868
"79" 79 "sqlossfull_a_i" 0.945788848195645
"80" 80 "sqlossfull_a_i" 1.02983267618508
"81" 81 "sqlossfull_a_i" 0.995565834263785
"82" 82 "sqlossfull_a_i" 0.940631668300681
"83" 83 "sqlossfull_a_i" 0.749434799735539
"84" 84 "sqlossfull_a_i" 1.07977035511364
"85" 85 "sqlossfull_a_i" 1.02268747966266
"86" 86 "sqlossfull_a_i" 0.993103786089407
"87" 87 "sqlossfull_a_i" 0.963422984907607
"88" 88 "sqlossfull_a_i" 0.850977981794798
"89" 89 "sqlossfull_a_i" 1.0427614691713
"90" 90 "sqlossfull_a_i" 0.809029031286496
"91" 91 "sqlossfull_a_i" 0.974891705499888
"92" 92 "sqlossfull_a_i" 0.996942085556183
"93" 93 "sqlossfull_a_i" 1.0056240950119
"94" 94 "sqlossfull_a_i" 0.950571048127171
"95" 95 "sqlossfull_a_i" 0.912663402742135
"96" 96 "sqlossfull_a_i" 1.06852091038706
"97" 97 "sqlossfull_a_i" 1.01346520683025
"98" 98 "sqlossfull_a_i" 1.12878241378938
"99" 99 "sqlossfull_a_i" 0.999573302148385
"100" 100 "sqlossfull_a_i" 1.06922453090929
"101" 1 "sqlossfull_a_i_MOD" 1.06587873688345
"102" 2 "sqlossfull_a_i_MOD" 1.07450080296354
"103" 3 "sqlossfull_a_i_MOD" 0.947666830627182
"104" 4 "sqlossfull_a_i_MOD" 1.12674052144161
"105" 5 "sqlossfull_a_i_MOD" 1.03729028633122
"106" 6 "sqlossfull_a_i_MOD" 1.03733367109992
"107" 7 "sqlossfull_a_i_MOD" 0.941133110298753
"108" 8 "sqlossfull_a_i_MOD" 0.839402888854614
"109" 9 "sqlossfull_a_i_MOD" 0.888057350800514
"110" 10 "sqlossfull_a_i_MOD" 0.964048273458316
"111" 11 "sqlossfull_a_i_MOD" 1.03101670481766
"112" 12 "sqlossfull_a_i_MOD" 0.960367433364149
"113" 13 "sqlossfull_a_i_MOD" 0.880869195782651
"114" 14 "sqlossfull_a_i_MOD" 0.945823593239534
"115" 15 "sqlossfull_a_i_MOD" 0.957643146548892
"116" 16 "sqlossfull_a_i_MOD" 0.945971969745177
"117" 17 "sqlossfull_a_i_MOD" 0.918487298299273
"118" 18 "sqlossfull_a_i_MOD" 0.884528647287294
"119" 19 "sqlossfull_a_i_MOD" 0.929866456414414
"120" 20 "sqlossfull_a_i_MOD" 0.99564853446442
"121" 21 "sqlossfull_a_i_MOD" 1.11336541335781
"122" 22 "sqlossfull_a_i_MOD" 0.873406682014836
"123" 23 "sqlossfull_a_i_MOD" 1.06136542643398
"124" 24 "sqlossfull_a_i_MOD" 0.88005580472139
"125" 25 "sqlossfull_a_i_MOD" 1.14221099610768
"126" 26 "sqlossfull_a_i_MOD" 0.907609989495386
"127" 27 "sqlossfull_a_i_MOD" 1.10547621424968
"128" 28 "sqlossfull_a_i_MOD" 1.15442410852781
"129" 29 "sqlossfull_a_i_MOD" 1.10537378743968
"130" 30 "sqlossfull_a_i_MOD" 1.00917842865252
"131" 31 "sqlossfull_a_i_MOD" 1.12330561648556
"132" 32 "sqlossfull_a_i_MOD" 0.970235202357525
"133" 33 "sqlossfull_a_i_MOD" 0.725054260922621
"134" 34 "sqlossfull_a_i_MOD" 1.0054190124489
"135" 35 "sqlossfull_a_i_MOD" 1.06445153056965
"136" 36 "sqlossfull_a_i_MOD" 0.837348283610926
"137" 37 "sqlossfull_a_i_MOD" 1.00154950476007
"138" 38 "sqlossfull_a_i_MOD" 1.02857152655023
"139" 39 "sqlossfull_a_i_MOD" 0.976437072595555
"140" 40 "sqlossfull_a_i_MOD" 1.0072812368443
"141" 41 "sqlossfull_a_i_MOD" 0.937448796645277
"142" 42 "sqlossfull_a_i_MOD" 0.854868946228742
"143" 43 "sqlossfull_a_i_MOD" 1.06324645735466
"144" 44 "sqlossfull_a_i_MOD" 0.975682388708479
"145" 45 "sqlossfull_a_i_MOD" 1.13048329122625
"146" 46 "sqlossfull_a_i_MOD" 0.902006874048095
"147" 47 "sqlossfull_a_i_MOD" 1.13057532702589
"148" 48 "sqlossfull_a_i_MOD" 0.921629710019644
"149" 49 "sqlossfull_a_i_MOD" 1.00861444878889
"150" 50 "sqlossfull_a_i_MOD" 1.17939088566143
"151" 51 "sqlossfull_a_i_MOD" 1.17256430560092
"152" 52 "sqlossfull_a_i_MOD" 1.05877293336034
"153" 53 "sqlossfull_a_i_MOD" 1.03883935021188
"154" 54 "sqlossfull_a_i_MOD" 0.912735779636439
"155" 55 "sqlossfull_a_i_MOD" 1.05546776465481
"156" 56 "sqlossfull_a_i_MOD" 0.828841946982073
"157" 57 "sqlossfull_a_i_MOD" 0.982022366207935
"158" 58 "sqlossfull_a_i_MOD" 1.06626376937052
"159" 59 "sqlossfull_a_i_MOD" 0.921319942094911
"160" 60 "sqlossfull_a_i_MOD" 1.01771433122973
"161" 61 "sqlossfull_a_i_MOD" 0.933940215289318
"162" 62 "sqlossfull_a_i_MOD" 0.93205873131972
"163" 63 "sqlossfull_a_i_MOD" 0.869332009562149
"164" 64 "sqlossfull_a_i_MOD" 0.862361942879985
"165" 65 "sqlossfull_a_i_MOD" 0.972431571700132
"166" 66 "sqlossfull_a_i_MOD" 0.851713971167887
"167" 67 "sqlossfull_a_i_MOD" 1.14837365194835
"168" 68 "sqlossfull_a_i_MOD" 0.974623815795273
"169" 69 "sqlossfull_a_i_MOD" 0.699703718709939
"170" 70 "sqlossfull_a_i_MOD" 1.01320820778916
"171" 71 "sqlossfull_a_i_MOD" 1.00842157884672
"172" 72 "sqlossfull_a_i_MOD" 0.978885474123513
"173" 73 "sqlossfull_a_i_MOD" 0.814927438219338
"174" 74 "sqlossfull_a_i_MOD" 0.936667436339769
"175" 75 "sqlossfull_a_i_MOD" 1.08623051069099
"176" 76 "sqlossfull_a_i_MOD" 1.01952948900822
"177" 77 "sqlossfull_a_i_MOD" 1.10168385364182
"178" 78 "sqlossfull_a_i_MOD" 0.864288859242241
"179" 79 "sqlossfull_a_i_MOD" 1.05476721719888
"180" 80 "sqlossfull_a_i_MOD" 1.13194337453556
"181" 81 "sqlossfull_a_i_MOD" 0.824784216389928
"182" 82 "sqlossfull_a_i_MOD" 0.884923454552414
"183" 83 "sqlossfull_a_i_MOD" 1.04960336116329
"184" 84 "sqlossfull_a_i_MOD" 0.923486684853976
"185" 85 "sqlossfull_a_i_MOD" 0.934494387502571
"186" 86 "sqlossfull_a_i_MOD" 0.873913296756065
"187" 87 "sqlossfull_a_i_MOD" 1.03381389755739
"188" 88 "sqlossfull_a_i_MOD" 0.937371473253992
"189" 89 "sqlossfull_a_i_MOD" 0.943638921975049
"190" 90 "sqlossfull_a_i_MOD" 0.917096730360814
"191" 91 "sqlossfull_a_i_MOD" 0.768123595369184
"192" 92 "sqlossfull_a_i_MOD" 1.02509716703109
"193" 93 "sqlossfull_a_i_MOD" 1.04117994782987
"194" 94 "sqlossfull_a_i_MOD" 1.11250305891416
"195" 95 "sqlossfull_a_i_MOD" 0.780018278015237
"196" 96 "sqlossfull_a_i_MOD" 0.987157477232343
"197" 97 "sqlossfull_a_i_MOD" 1.04252774344319
"198" 98 "sqlossfull_a_i_MOD" 0.939058973787518
"199" 99 "sqlossfull_a_i_MOD" 1.06388977134074
"200" 100 "sqlossfull_a_i_MOD" 0.760611734649456
"201" 1 "sqlossfull_a_ii" 1.08471571762257
"202" 2 "sqlossfull_a_ii" 1.35651578467836
"203" 3 "sqlossfull_a_ii" 1.49770683917799
"204" 4 "sqlossfull_a_ii" 1.11054955545753
"205" 5 "sqlossfull_a_ii" 1.55393511654823
"206" 6 "sqlossfull_a_ii" 1.37110112140011
"207" 7 "sqlossfull_a_ii" 1.50259757827468
"208" 8 "sqlossfull_a_ii" 1.35401859452354
"209" 9 "sqlossfull_a_ii" 1.22321742271666
"210" 10 "sqlossfull_a_ii" 1.23686621834268
"211" 11 "sqlossfull_a_ii" 1.45623285790926
"212" 12 "sqlossfull_a_ii" 1.37428881783976
"213" 13 "sqlossfull_a_ii" 1.45105731060889
"214" 14 "sqlossfull_a_ii" 1.3704858153858
"215" 15 "sqlossfull_a_ii" 1.2854804967188
"216" 16 "sqlossfull_a_ii" 1.3446601581793
"217" 17 "sqlossfull_a_ii" 1.20169915134887
"218" 18 "sqlossfull_a_ii" 1.48917750709624
"219" 19 "sqlossfull_a_ii" 1.30931119481856
"220" 20 "sqlossfull_a_ii" 1.31044037220693
"221" 21 "sqlossfull_a_ii" 1.4032218131689
"222" 22 "sqlossfull_a_ii" 1.01052885185475
"223" 23 "sqlossfull_a_ii" 1.32513019132853
"224" 24 "sqlossfull_a_ii" 1.08073775602894
"225" 25 "sqlossfull_a_ii" 1.41808216489164
"226" 26 "sqlossfull_a_ii" 1.14761065211188
"227" 27 "sqlossfull_a_ii" 1.39692361955145
"228" 28 "sqlossfull_a_ii" 1.1946218530906
"229" 29 "sqlossfull_a_ii" 1.39879663545881
"230" 30 "sqlossfull_a_ii" 1.63722225836773
"231" 31 "sqlossfull_a_ii" 1.47986630984369
"232" 32 "sqlossfull_a_ii" 1.30709578420226
"233" 33 "sqlossfull_a_ii" 1.47570731155974
"234" 34 "sqlossfull_a_ii" 1.49773461968109
"235" 35 "sqlossfull_a_ii" 1.41714963072889
"236" 36 "sqlossfull_a_ii" 1.02927725942947
"237" 37 "sqlossfull_a_ii" 1.2587394376479
"238" 38 "sqlossfull_a_ii" 1.30041575225139
"239" 39 "sqlossfull_a_ii" 1.40248974670425
"240" 40 "sqlossfull_a_ii" 1.41916880928174
"241" 41 "sqlossfull_a_ii" 1.53555183627918
"242" 42 "sqlossfull_a_ii" 1.05111968072585
"243" 43 "sqlossfull_a_ii" 1.34794564199397
"244" 44 "sqlossfull_a_ii" 1.51892278629426
"245" 45 "sqlossfull_a_ii" 1.68051631048725
"246" 46 "sqlossfull_a_ii" 1.45066616571473
"247" 47 "sqlossfull_a_ii" 1.05587952250665
"248" 48 "sqlossfull_a_ii" 1.22045888750603
"249" 49 "sqlossfull_a_ii" 1.00997216423697
"250" 50 "sqlossfull_a_ii" 1.62435503392045
"251" 51 "sqlossfull_a_ii" 1.42885282211303
"252" 52 "sqlossfull_a_ii" 1.50821782017655
"253" 53 "sqlossfull_a_ii" 1.32760772477739
"254" 54 "sqlossfull_a_ii" 1.03836764393181
"255" 55 "sqlossfull_a_ii" 1.18327202100275
"256" 56 "sqlossfull_a_ii" 1.4144277334571
"257" 57 "sqlossfull_a_ii" 1.54104286241571
"258" 58 "sqlossfull_a_ii" 1.45596016474653
"259" 59 "sqlossfull_a_ii" 1.2532845127419
"260" 60 "sqlossfull_a_ii" 1.2315830990776
"261" 61 "sqlossfull_a_ii" 1.3465515959508
"262" 62 "sqlossfull_a_ii" 1.22455641056838
"263" 63 "sqlossfull_a_ii" 1.20085004597225
"264" 64 "sqlossfull_a_ii" 1.52693961345208
"265" 65 "sqlossfull_a_ii" 1.30211659851519
"266" 66 "sqlossfull_a_ii" 1.42579141078568
"267" 67 "sqlossfull_a_ii" 1.50968474983483
"268" 68 "sqlossfull_a_ii" 1.56876381385715
"269" 69 "sqlossfull_a_ii" 1.03450934562334
"270" 70 "sqlossfull_a_ii" 1.26481991730869
"271" 71 "sqlossfull_a_ii" 1.20171928049289
"272" 72 "sqlossfull_a_ii" 1.31164765841065
"273" 73 "sqlossfull_a_ii" 1.38481611555344
"274" 74 "sqlossfull_a_ii" 1.28793335924085
"275" 75 "sqlossfull_a_ii" 1.41270464208878
"276" 76 "sqlossfull_a_ii" 1.18250956933347
"277" 77 "sqlossfull_a_ii" 1.56676370230254
"278" 78 "sqlossfull_a_ii" 1.50715245358044
"279" 79 "sqlossfull_a_ii" 1.23248384060931
"280" 80 "sqlossfull_a_ii" 1.42991160148558
"281" 81 "sqlossfull_a_ii" 1.40906590111613
"282" 82 "sqlossfull_a_ii" 1.47305862400491
"283" 83 "sqlossfull_a_ii" 0.925895706596981
"284" 84 "sqlossfull_a_ii" 1.52966758796445
"285" 85 "sqlossfull_a_ii" 1.52782747984518
"286" 86 "sqlossfull_a_ii" 1.25673342108692
"287" 87 "sqlossfull_a_ii" 1.30993815859625
"288" 88 "sqlossfull_a_ii" 1.17680967662099
"289" 89 "sqlossfull_a_ii" 1.39742651581341
"290" 90 "sqlossfull_a_ii" 1.06167879309956
"291" 91 "sqlossfull_a_ii" 1.28312409822082
"292" 92 "sqlossfull_a_ii" 1.24480984842553
"293" 93 "sqlossfull_a_ii" 1.30169613181937
"294" 94 "sqlossfull_a_ii" 1.31960182925582
"295" 95 "sqlossfull_a_ii" 1.25640981163377
"296" 96 "sqlossfull_a_ii" 1.44294678420609
"297" 97 "sqlossfull_a_ii" 1.26682030803229
"298" 98 "sqlossfull_a_ii" 1.52881176056338
"299" 99 "sqlossfull_a_ii" 1.38198247771346
"300" 100 "sqlossfull_a_ii" 1.27907008392808
"301" 1 "sqlossfull_a_ii_MOD" 1.31052186626224
"302" 2 "sqlossfull_a_ii_MOD" 1.21239339081238
"303" 3 "sqlossfull_a_ii_MOD" 1.06901439926928
"304" 4 "sqlossfull_a_ii_MOD" 1.18103822815176
"305" 5 "sqlossfull_a_ii_MOD" 1.41898295563872
"306" 6 "sqlossfull_a_ii_MOD" 1.36887014222419
"307" 7 "sqlossfull_a_ii_MOD" 1.13866706958697
"308" 8 "sqlossfull_a_ii_MOD" 1.12924735983269
"309" 9 "sqlossfull_a_ii_MOD" 1.24457464319859
"310" 10 "sqlossfull_a_ii_MOD" 1.23260515277316
"311" 11 "sqlossfull_a_ii_MOD" 1.71719633660946
"312" 12 "sqlossfull_a_ii_MOD" 1.17705220914193
"313" 13 "sqlossfull_a_ii_MOD" 0.981020408277555
"314" 14 "sqlossfull_a_ii_MOD" 1.22005373257549
"315" 15 "sqlossfull_a_ii_MOD" 1.28103186462007
"316" 16 "sqlossfull_a_ii_MOD" 1.19611089151278
"317" 17 "sqlossfull_a_ii_MOD" 1.19980856440133
"318" 18 "sqlossfull_a_ii_MOD" 1.52934313365226
"319" 19 "sqlossfull_a_ii_MOD" 1.17675050730316
"320" 20 "sqlossfull_a_ii_MOD" 1.18751624179905
"321" 21 "sqlossfull_a_ii_MOD" 1.43639568230675
"322" 22 "sqlossfull_a_ii_MOD" 1.14676279559713
"323" 23 "sqlossfull_a_ii_MOD" 1.2366654443834
"324" 24 "sqlossfull_a_ii_MOD" 1.1443787529286
"325" 25 "sqlossfull_a_ii_MOD" 1.42927064142819
"326" 26 "sqlossfull_a_ii_MOD" 0.910524373948563
"327" 27 "sqlossfull_a_ii_MOD" 1.7570232903089
"328" 28 "sqlossfull_a_ii_MOD" 1.42894487875467
"329" 29 "sqlossfull_a_ii_MOD" 1.18743091958288
"330" 30 "sqlossfull_a_ii_MOD" 1.27005793245111
"331" 31 "sqlossfull_a_ii_MOD" 1.22246269176286
"332" 32 "sqlossfull_a_ii_MOD" 1.06853358264214
"333" 33 "sqlossfull_a_ii_MOD" 0.875258913082707
"334" 34 "sqlossfull_a_ii_MOD" 1.45692169360601
"335" 35 "sqlossfull_a_ii_MOD" 1.31916679348949
"336" 36 "sqlossfull_a_ii_MOD" 1.09753311836098
"337" 37 "sqlossfull_a_ii_MOD" 1.33774332256405
"338" 38 "sqlossfull_a_ii_MOD" 1.26851898255655
"339" 39 "sqlossfull_a_ii_MOD" 1.09587239924947
"340" 40 "sqlossfull_a_ii_MOD" 1.03615359001821
"341" 41 "sqlossfull_a_ii_MOD" 1.20220440024427
"342" 42 "sqlossfull_a_ii_MOD" 1.16859680166932
"343" 43 "sqlossfull_a_ii_MOD" 1.29588626529112
"344" 44 "sqlossfull_a_ii_MOD" 1.19124342788606
"345" 45 "sqlossfull_a_ii_MOD" 1.51046329862132
"346" 46 "sqlossfull_a_ii_MOD" 1.34909466503768
"347" 47 "sqlossfull_a_ii_MOD" 1.34433863685588
"348" 48 "sqlossfull_a_ii_MOD" 1.15423214471989
"349" 49 "sqlossfull_a_ii_MOD" 1.36689717732473
"350" 50 "sqlossfull_a_ii_MOD" 1.61497902150092
"351" 51 "sqlossfull_a_ii_MOD" 1.20907032652511
"352" 52 "sqlossfull_a_ii_MOD" 1.30678763986358
"353" 53 "sqlossfull_a_ii_MOD" 1.43557138598408
"354" 54 "sqlossfull_a_ii_MOD" 1.16064594940606
"355" 55 "sqlossfull_a_ii_MOD" 1.20570098438441
"356" 56 "sqlossfull_a_ii_MOD" 1.27391622026918
"357" 57 "sqlossfull_a_ii_MOD" 1.38418888432497
"358" 58 "sqlossfull_a_ii_MOD" 1.21385555893579
"359" 59 "sqlossfull_a_ii_MOD" 1.09463549176923
"360" 60 "sqlossfull_a_ii_MOD" 1.16201776091271
"361" 61 "sqlossfull_a_ii_MOD" 0.993615189637366
"362" 62 "sqlossfull_a_ii_MOD" 1.17207141995717
"363" 63 "sqlossfull_a_ii_MOD" 1.53309981261426
"364" 64 "sqlossfull_a_ii_MOD" 1.27229265965812
"365" 65 "sqlossfull_a_ii_MOD" 1.1331127185304
"366" 66 "sqlossfull_a_ii_MOD" 1.29477949514184
"367" 67 "sqlossfull_a_ii_MOD" 1.60696527650541
"368" 68 "sqlossfull_a_ii_MOD" 1.26057929652621
"369" 69 "sqlossfull_a_ii_MOD" 0.967669725087883
"370" 70 "sqlossfull_a_ii_MOD" 1.2475701698004
"371" 71 "sqlossfull_a_ii_MOD" 1.30782878454377
"372" 72 "sqlossfull_a_ii_MOD" 1.45404782269085
"373" 73 "sqlossfull_a_ii_MOD" 1.12828939281108
"374" 74 "sqlossfull_a_ii_MOD" 1.45415717384091
"375" 75 "sqlossfull_a_ii_MOD" 1.2764626181746
"376" 76 "sqlossfull_a_ii_MOD" 1.30539348017244
"377" 77 "sqlossfull_a_ii_MOD" 1.42041548153521
"378" 78 "sqlossfull_a_ii_MOD" 1.11436250270697
"379" 79 "sqlossfull_a_ii_MOD" 1.26346990306165
"380" 80 "sqlossfull_a_ii_MOD" 1.5396298402195
"381" 81 "sqlossfull_a_ii_MOD" 1.08230720849079
"382" 82 "sqlossfull_a_ii_MOD" 0.953154477291113
"383" 83 "sqlossfull_a_ii_MOD" 1.24639172497356
"384" 84 "sqlossfull_a_ii_MOD" 1.32089700013396
"385" 85 "sqlossfull_a_ii_MOD" 1.1171014274119
"386" 86 "sqlossfull_a_ii_MOD" 1.17414720719222
"387" 87 "sqlossfull_a_ii_MOD" 1.15803575689628
"388" 88 "sqlossfull_a_ii_MOD" 1.18199176668046
"389" 89 "sqlossfull_a_ii_MOD" 1.25271368363822
"390" 90 "sqlossfull_a_ii_MOD" 1.26615636995629
"391" 91 "sqlossfull_a_ii_MOD" 1.16347102353584
"392" 92 "sqlossfull_a_ii_MOD" 1.42145556919042
"393" 93 "sqlossfull_a_ii_MOD" 1.27302113530533
"394" 94 "sqlossfull_a_ii_MOD" 1.41117685120887
"395" 95 "sqlossfull_a_ii_MOD" 1.29356500846936
"396" 96 "sqlossfull_a_ii_MOD" 1.33297059236236
"397" 97 "sqlossfull_a_ii_MOD" 1.48245473033543
"398" 98 "sqlossfull_a_ii_MOD" 1.16597408749734
"399" 99 "sqlossfull_a_ii_MOD" 1.39662363306194
"400" 100 "sqlossfull_a_ii_MOD" 1.17739686874285
"401" 1 "sqlossfull_a_iii" 0.808447730382752
"402" 2 "sqlossfull_a_iii" 0.862371413419468
"403" 3 "sqlossfull_a_iii" 0.967091607348454
"404" 4 "sqlossfull_a_iii" 0.787971016796214
"405" 5 "sqlossfull_a_iii" 1.0627156378686
"406" 6 "sqlossfull_a_iii" 0.995333661952683
"407" 7 "sqlossfull_a_iii" 1.02285818339502
"408" 8 "sqlossfull_a_iii" 0.950955640609269
"409" 9 "sqlossfull_a_iii" 0.878374512752871
"410" 10 "sqlossfull_a_iii" 0.851778977813641
"411" 11 "sqlossfull_a_iii" 1.087886168404
"412" 12 "sqlossfull_a_iii" 0.937175478457102
"413" 13 "sqlossfull_a_iii" 0.94984225045792
"414" 14 "sqlossfull_a_iii" 0.931004126393541
"415" 15 "sqlossfull_a_iii" 0.866536187196237
"416" 16 "sqlossfull_a_iii" 0.908345630065998
"417" 17 "sqlossfull_a_iii" 0.857149991018541
"418" 18 "sqlossfull_a_iii" 1.01271112905802
"419" 19 "sqlossfull_a_iii" 0.869229905087734
"420" 20 "sqlossfull_a_iii" 0.932579887605431
"421" 21 "sqlossfull_a_iii" 1.03268832692649
"422" 22 "sqlossfull_a_iii" 0.815312032258125
"423" 23 "sqlossfull_a_iii" 0.854385657081303
"424" 24 "sqlossfull_a_iii" 0.802748499016492
"425" 25 "sqlossfull_a_iii" 0.989117371623718
"426" 26 "sqlossfull_a_iii" 0.800521445555392
"427" 27 "sqlossfull_a_iii" 1.03602489216961
"428" 28 "sqlossfull_a_iii" 0.894808154305998
"429" 29 "sqlossfull_a_iii" 0.951195413619476
"430" 30 "sqlossfull_a_iii" 1.11003184399225
"431" 31 "sqlossfull_a_iii" 1.0531267976016
"432" 32 "sqlossfull_a_iii" 0.895440339795218
"433" 33 "sqlossfull_a_iii" 0.968223669373726
"434" 34 "sqlossfull_a_iii" 1.03408102490004
"435" 35 "sqlossfull_a_iii" 0.980276532010128
"436" 36 "sqlossfull_a_iii" 0.741240319413786
"437" 37 "sqlossfull_a_iii" 0.952940876140244
"438" 38 "sqlossfull_a_iii" 1.02649120049235
"439" 39 "sqlossfull_a_iii" 0.976082814514825
"440" 40 "sqlossfull_a_iii" 0.924834005710794
"441" 41 "sqlossfull_a_iii" 1.04596509027941
"442" 42 "sqlossfull_a_iii" 0.735004658504802
"443" 43 "sqlossfull_a_iii" 0.936281175195794
"444" 44 "sqlossfull_a_iii" 1.07535944058452
"445" 45 "sqlossfull_a_iii" 1.15094919032831
"446" 46 "sqlossfull_a_iii" 1.04992130968155
"447" 47 "sqlossfull_a_iii" 0.774882613855228
"448" 48 "sqlossfull_a_iii" 0.875836714468835
"449" 49 "sqlossfull_a_iii" 0.773881228830936
"450" 50 "sqlossfull_a_iii" 1.10949844939775
"451" 51 "sqlossfull_a_iii" 0.968637031276554
"452" 52 "sqlossfull_a_iii" 1.0479654600496
"453" 53 "sqlossfull_a_iii" 1.02311104040352
"454" 54 "sqlossfull_a_iii" 0.752422084223886
"455" 55 "sqlossfull_a_iii" 0.827839386941322
"456" 56 "sqlossfull_a_iii" 1.00024780215989
"457" 57 "sqlossfull_a_iii" 1.08001232388229
"458" 58 "sqlossfull_a_iii" 0.981422862970809
"459" 59 "sqlossfull_a_iii" 0.896605411426551
"460" 60 "sqlossfull_a_iii" 0.854128265717464
"461" 61 "sqlossfull_a_iii" 0.961893652080391
"462" 62 "sqlossfull_a_iii" 0.940517950151639
"463" 63 "sqlossfull_a_iii" 0.974292555243834
"464" 64 "sqlossfull_a_iii" 1.08094929672415
"465" 65 "sqlossfull_a_iii" 0.917970363028579
"466" 66 "sqlossfull_a_iii" 1.0686942139572
"467" 67 "sqlossfull_a_iii" 1.03500720975343
"468" 68 "sqlossfull_a_iii" 1.04430715887189
"469" 69 "sqlossfull_a_iii" 0.727376975870375
"470" 70 "sqlossfull_a_iii" 0.925191159351715
"471" 71 "sqlossfull_a_iii" 0.887060058488317
"472" 72 "sqlossfull_a_iii" 0.989342332443827
"473" 73 "sqlossfull_a_iii" 0.956026774615315
"474" 74 "sqlossfull_a_iii" 0.895136270208941
"475" 75 "sqlossfull_a_iii" 0.988139915483418
"476" 76 "sqlossfull_a_iii" 0.872616914263493
"477" 77 "sqlossfull_a_iii" 1.07859755527238
